CINUM,CINAME,DESCRIPTION,CLASSSTRUCTUREID,CMDB,STATUS,MAINIPLB
F5VIP-10.19.135.144: 443,F5VIP-10.19.135.144: 443,FCC_integrat_VIP_433,CMDB-IP-F5VIP,1,OPERATING,10.19.135.144
F5VIP-10.19.135.114: 443,F5VIP-10.19.135.114: 443,FCC_user_VIP_433,CMDB-IP-F5VIP,1,OPERATING,10.19.135.114
F5VIP-10.19.63.84: 443,F5VIP-10.19.63.84: 443,Fiber-Indexation_Portal_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.63.84
F5VIP-10.19.139.12: 80,F5VIP-10.19.139.12: 80,FixedVoiceFranchisers_BE_VIP,CMDB-IP-F5VIP,1,OPERATING,10.19.139.12
F5VIP-10.19.251.170: 80,F5VIP-10.19.251.170: 80,FixedVoiceFranchisers_FE_VIP,CMDB-IP-F5VIP,1,OPERATING,10.19.251.170
F5VIP-10.20.129.197: 443,F5VIP-10.20.129.197: 443,FTTH_Portal_extenal_FE_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.20.129.197
F5VIP-10.19.25.137: 10090,F5VIP-10.19.25.137: 10090,FVNO_BE_VIP,CMDB-IP-F5VIP,1,OPERATING,10.19.25.137
F5VIP-10.19.37.170: 80,F5VIP-10.19.37.170: 80,FVNO_BE_VIP_80,CMDB-IP-F5VIP,1,OPERATING,10.19.37.170
F5VIP-10.19.37.170: 443,F5VIP-10.19.37.170: 443,FVNO_BE_VIP_Etisalat_443,CMDB-IP-F5VIP,1,OPERATING,10.19.37.170
F5VIP-10.19.25.137: 443,F5VIP-10.19.25.137: 443,FVNO_BE_VIP_Voda_443,CMDB-IP-F5VIP,1,OPERATING,10.19.25.137
F5VIP-10.19.253.40: 80,F5VIP-10.19.253.40: 80,FVNO_FE_VIP,CMDB-IP-F5VIP,1,OPERATING,10.19.253.40
F5VIP-10.19.255.232: 443,F5VIP-10.19.255.232: 443,FVNO_FE_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.255.232
F5VIP-10.19.32.70: 443,F5VIP-10.19.32.70: 443,Gate_Keeper_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.32.70
F5VIP-10.19.32.70: 80,F5VIP-10.19.32.70: 80,Gate_Keeper_VIP_80,CMDB-IP-F5VIP,1,OPERATING,10.19.32.70
F5VIP-10.19.50.167: 7080,F5VIP-10.19.50.167: 7080,Gis-app-portal_VIP-7080,CMDB-IP-F5VIP,1,OPERATING,10.19.50.167
F5VIP-10.19.50.167: 7443,F5VIP-10.19.50.167: 7443,Gis-app-portal_VIP-7443,CMDB-IP-F5VIP,1,OPERATING,10.19.50.167
F5VIP-10.19.50.167: 6080,F5VIP-10.19.50.167: 6080,Gis-app-server_VIP-6080,CMDB-IP-F5VIP,1,OPERATING,10.19.50.167
F5VIP-10.19.50.167: 6443,F5VIP-10.19.50.167: 6443,Gis-app-server_VIP-6443,CMDB-IP-F5VIP,1,OPERATING,10.19.50.167
F5VIP-10.19.248.68: 443,F5VIP-10.19.248.68: 443,Gis-app-web-adaptor_VIP-443,CMDB-IP-F5VIP,1,OPERATING,10.19.248.68
F5VIP-10.19.248.68: 80,F5VIP-10.19.248.68: 80,Gis-app-web-adaptor_VIP-80,CMDB-IP-F5VIP,1,OPERATING,10.19.248.68
F5VIP-10.19.138.150: 80,F5VIP-10.19.138.150: 80,GIS-Sys-App.-VIP,CMDB-IP-F5VIP,1,OPERATING,10.19.138.150
F5VIP-10.19.138.150: 8001,F5VIP-10.19.138.150: 8001,GIS-Sys-App.-VIP-8001,CMDB-IP-F5VIP,1,OPERATING,10.19.138.150
F5VIP-10.19.195.175: 13080,F5VIP-10.19.195.175: 13080,HP-Service-Management-App,CMDB-IP-F5VIP,1,OPERATING,10.19.195.175
F5VIP-10.19.192.145: 8080,F5VIP-10.19.192.145: 8080,HP-Service-Management-Web,CMDB-IP-F5VIP,1,OPERATING,10.19.192.145
F5VIP-10.19.39.114: 443,F5VIP-10.19.39.114: 443,HR_Web_BE_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.39.114
F5VIP-10.19.251.114: 443,F5VIP-10.19.251.114: 443,HR_Web_FE_VIP_443,CMDB-IP-F5VIP,1,OPERATING,10.19.251.114
F5VIP-10.190.10.7: 443,F5VIP-10.190.10.7: 443,I-Listen_FE-Prod-443,CMDB-IP-F5VIP,1,OPERATING,10.190.10.7
F5VIP-10.19.186.59: 443,F5VIP-10.19.186.59: 443,Internal-New-FrontEnd-Sharepoint-VIP443,CMDB-IP-F5VIP,1,OPERATING,10.19.186.59
F5VIP-10.19.36.183: 6443,F5VIP-10.19.36.183: 6443,INTNOC_BE_VIP_6443,CMDB-IP-F5VIP,1,OPERATING,10.19.36.183
