CINUM,ASSETATTRID,ALNVALUE
F5VIP-10.190.5.135: 10521,ACTIVESELFIP,10.190.5.137
F5VIP-10.190.5.135: 10521,STANDBYSELFIP,10.190.5.136
F5VIP-10.190.5.135: 10522,FLOATINGSELFIP,10.190.5.138
F5VIP-10.190.5.135: 10522,CMDBPORT,10522
F5VIP-10.190.5.135: 10522,ACTIVESELFIP,10.190.5.137
F5VIP-10.190.5.135: 10522,STANDBYSELFIP,10.190.5.136
F5VIP-10.190.5.135: 34001,FLOATINGSELFIP,10.190.5.138
F5VIP-10.190.5.135: 34001,CMDBPORT,34001
F5VIP-10.190.5.135: 34001,ACTIVESELFIP,10.190.5.137
F5VIP-10.190.5.135: 34001,STANDBYSELFIP,10.190.5.136
F5VIP-10.190.5.135: 34987,FLOATINGSELFIP,10.190.5.138
F5VIP-10.190.5.135: 34987,CMDBPORT,34987
F5VIP-10.190.5.135: 34987,ACTIVESELFIP,10.190.5.137
F5VIP-10.190.5.135: 34987,STANDBYSELFIP,10.190.5.136
F5VIP-10.190.5.135: 34988,FLOATINGSELFIP,10.190.5.138
F5VIP-10.190.5.135: 34988,CMDBPORT,34988
F5VIP-10.190.5.135: 34988,ACTIVESELFIP,10.190.5.137
F5VIP-10.190.5.135: 34988,STANDBYSELFIP,10.190.5.136
F5VIP-10.190.5.135: 36363,FLOATINGSELFIP,10.190.5.138
F5VIP-10.190.5.135: 36363,CMDBPORT,36363
F5VIP-10.190.5.135: 36363,ACTIVESELFIP,10.190.5.137
F5VIP-10.190.5.135: 36363,STANDBYSELFIP,10.190.5.136
F5VIP-10.190.5.135: 443,FLOATINGSELFIP,10.190.5.138
F5VIP-10.190.5.135: 443,CMDBPORT,443
F5VIP-10.190.5.135: 443,ACTIVESELFIP,10.190.5.137
F5VIP-10.190.5.135: 443,STANDBYSELFIP,10.190.5.136
F5VIP-10.190.5.135: 80,FLOATINGSELFIP,10.190.5.138
F5VIP-10.190.5.135: 80,CMDBPORT,80
F5VIP-10.190.5.135: 80,ACTIVESELFIP,10.190.5.137
F5VIP-10.190.5.135: 80,STANDBYSELFIP,10.190.5.136
F5VIP-10.190.6.199: 443,FLOATINGSELFIP,10.190.6.203
F5VIP-10.190.6.199: 443,CMDBPORT,443
F5VIP-10.190.6.199: 443,ACTIVESELFIP,10.190.6.205
F5VIP-10.190.6.199: 443,STANDBYSELFIP,10.190.6.204
F5VIP-10.190.6.199: 8443,FLOATINGSELFIP,10.190.6.203
F5VIP-10.190.6.199: 8443,CMDBPORT,8443
F5VIP-10.190.6.199: 8443,ACTIVESELFIP,10.190.6.205
F5VIP-10.190.6.199: 8443,STANDBYSELFIP,10.190.6.204
F5VIP-10.190.6.39: 3443,FLOATINGSELFIP,10.190.6.42
F5VIP-10.190.6.39: 3443,CMDBPORT,3443
F5VIP-10.190.6.39: 3443,ACTIVESELFIP,10.190.6.40
F5VIP-10.190.6.39: 3443,STANDBYSELFIP,10.190.6.41
F5VIP-10.190.6.39: 443,FLOATINGSELFIP,10.190.6.42
F5VIP-10.190.6.39: 443,CMDBPORT,443
F5VIP-10.190.6.39: 443,ACTIVESELFIP,10.190.6.40
F5VIP-10.190.6.39: 443,STANDBYSELFIP,10.190.6.41
F5VIP-10.190.6.39: 4443,FLOATINGSELFIP,10.190.6.42
F5VIP-10.190.6.39: 4443,CMDBPORT,4443
F5VIP-10.190.6.39: 4443,ACTIVESELFIP,10.190.6.40
F5VIP-10.190.6.39: 4443,STANDBYSELFIP,10.190.6.41
F5VIP-10.190.6.39: 5443,FLOATINGSELFIP,10.190.6.42
F5VIP-10.190.6.39: 5443,CMDBPORT,5443
F5VIP-10.190.6.39: 5443,ACTIVESELFIP,10.190.6.40
F5VIP-10.190.6.39: 5443,STANDBYSELFIP,10.190.6.41
F5VIP-10.190.6.39: 6443,FLOATINGSELFIP,10.190.6.42
F5VIP-10.190.6.39: 6443,CMDBPORT,6443
F5VIP-10.190.6.39: 6443,ACTIVESELFIP,10.190.6.40
F5VIP-10.190.6.39: 6443,STANDBYSELFIP,10.190.6.41
F5VIP-10.190.6.39: 7080,FLOATINGSELFIP,10.190.6.42
F5VIP-10.190.6.39: 7080,CMDBPORT,7080
F5VIP-10.190.6.39: 7080,ACTIVESELFIP,10.190.6.40
F5VIP-10.190.6.39: 7080,STANDBYSELFIP,10.190.6.41
F5VIP-10.190.6.39: 7443,FLOATINGSELFIP,10.190.6.42
F5VIP-10.190.6.39: 7443,CMDBPORT,7443
F5VIP-10.190.6.39: 7443,ACTIVESELFIP,10.190.6.40
F5VIP-10.190.6.39: 7443,STANDBYSELFIP,10.190.6.41
F5VIP-10.190.6.39: 80,FLOATINGSELFIP,10.190.6.42
F5VIP-10.190.6.39: 80,CMDBPORT,80
F5VIP-10.190.6.39: 80,ACTIVESELFIP,10.190.6.40
F5VIP-10.190.6.39: 80,STANDBYSELFIP,10.190.6.41
F5VIP-10.190.6.39: 8090,FLOATINGSELFIP,10.190.6.42
F5VIP-10.190.6.39: 8090,CMDBPORT,8090
F5VIP-10.190.6.39: 8090,ACTIVESELFIP,10.190.6.40
F5VIP-10.190.6.39: 8090,STANDBYSELFIP,10.190.6.41
F5VIP-10.190.6.39: 8443,FLOATINGSELFIP,10.190.6.42
F5VIP-10.190.6.39: 8443,CMDBPORT,8443
F5VIP-10.190.6.39: 8443,ACTIVESELFIP,10.190.6.40
F5VIP-10.190.6.39: 8443,STANDBYSELFIP,10.190.6.41
F5VIP-10.190.6.39: 9443,FLOATINGSELFIP,10.190.6.42
F5VIP-10.190.6.39: 9443,CMDBPORT,9443
F5VIP-10.190.6.39: 9443,ACTIVESELFIP,10.190.6.40
F5VIP-10.190.6.39: 9443,STANDBYSELFIP,10.190.6.41
F5VIP-10.190.7.199: 443,FLOATINGSELFIP,10.190.7.198
F5VIP-10.190.7.199: 443,CMDBPORT,443
F5VIP-10.190.7.199: 443,ACTIVESELFIP,10.190.7.197
F5VIP-10.190.7.199: 443,STANDBYSELFIP,10.190.7.196
F5VIP-10.20.126.29: 22623,FLOATINGSELFIP,10.20.126.28
F5VIP-10.20.126.29: 22623,CMDBPORT,22623
F5VIP-10.20.126.29: 22623,ACTIVESELFIP,10.20.126.27
F5VIP-10.20.126.29: 22623,STANDBYSELFIP,10.20.126.28
F5VIP-10.20.126.30: 80,FLOATINGSELFIP,10.20.126.28
F5VIP-10.20.126.30: 80,CMDBPORT,80
F5VIP-10.20.126.30: 80,ACTIVESELFIP,10.20.126.27
F5VIP-10.20.126.30: 80,STANDBYSELFIP,10.20.126.28
F5VIP-10.20.126.58: 7800,FLOATINGSELFIP,10.20.126.28
F5VIP-10.20.126.58: 7800,CMDBPORT,7800
F5VIP-10.20.126.58: 7800,ACTIVESELFIP,10.20.126.27
F5VIP-10.20.126.58: 7800,STANDBYSELFIP,10.20.126.26
F5VIP-10.20.127.36: 443,FLOATINGSELFIP,10.20.127.39
F5VIP-10.20.127.36: 443,CMDBPORT,443
F5VIP-10.20.127.36: 443,ACTIVESELFIP,10.20.127.37
F5VIP-10.20.127.36: 443,STANDBYSELFIP,10.20.127.38
F5VIP-10.20.128.227: 443,FLOATINGSELFIP,10.20.128.238
F5VIP-10.20.128.227: 443,CMDBPORT,443
F5VIP-10.20.128.227: 443,ACTIVESELFIP,10.20.128.237
F5VIP-10.20.128.227: 443,STANDBYSELFIP,10.20.128.236
F5VIP-10.20.128.227: 80,FLOATINGSELFIP,10.20.128.238
F5VIP-10.20.128.227: 80,CMDBPORT,80
F5VIP-10.20.128.227: 80,ACTIVESELFIP,10.20.128.237
F5VIP-10.20.128.227: 80,STANDBYSELFIP,10.20.128.236
F5VIP-10.20.128.235: 443,FLOATINGSELFIP,10.20.128.238
F5VIP-10.20.128.235: 443,CMDBPORT,443
F5VIP-10.20.128.235: 443,ACTIVESELFIP,10.20.128.237
F5VIP-10.20.128.235: 443,STANDBYSELFIP,10.20.128.236
F5VIP-10.20.129.109: 17848,FLOATINGSELFIP,10.20.129.102
F5VIP-10.20.129.109: 17848,CMDBPORT,17848
F5VIP-10.20.129.109: 17848,ACTIVESELFIP,10.20.129.100
F5VIP-10.20.129.109: 17848,STANDBYSELFIP,10.20.129.101
F5VIP-10.20.129.151: 7801,FLOATINGSELFIP,10.20.129.139
F5VIP-10.20.129.151: 7801,CMDBPORT,7801
F5VIP-10.20.129.151: 7801,ACTIVESELFIP,10.20.129.137
F5VIP-10.20.129.151: 7801,STANDBYSELFIP,10.20.129.138
F5VIP-10.20.129.151: 7802,FLOATINGSELFIP,10.20.129.139
F5VIP-10.20.129.151: 7802,CMDBPORT,7802
F5VIP-10.20.129.151: 7802,ACTIVESELFIP,10.20.129.137
F5VIP-10.20.129.151: 7802,STANDBYSELFIP,10.20.129.138
F5VIP-10.20.129.152: 443,FLOATINGSELFIP,10.20.129.139
F5VIP-10.20.129.152: 443,CMDBPORT,443
F5VIP-10.20.129.152: 443,ACTIVESELFIP,10.20.129.137
F5VIP-10.20.129.152: 443,STANDBYSELFIP,10.20.129.138
F5VIP-10.20.129.152: 80,FLOATINGSELFIP,10.20.129.139
F5VIP-10.20.129.152: 80,CMDBPORT,80
F5VIP-10.20.129.152: 80,ACTIVESELFIP,10.20.129.137
F5VIP-10.20.129.152: 80,STANDBYSELFIP,10.20.129.138
F5VIP-10.20.129.197: 443,FLOATINGSELFIP,10.20.129.200
F5VIP-10.20.129.197: 443,CMDBPORT,443
F5VIP-10.20.129.197: 443,ACTIVESELFIP,10.20.129.198
F5VIP-10.20.129.197: 443,STANDBYSELFIP,10.20.129.199
F5VIP-10.20.129.20: 443,FLOATINGSELFIP,10.20.129.27
F5VIP-10.20.129.20: 443,CMDBPORT,443
F5VIP-10.20.129.20: 443,ACTIVESELFIP,10.20.129.26
F5VIP-10.20.129.20: 443,STANDBYSELFIP,10.20.129.25
F5VIP-10.20.129.20: 80,FLOATINGSELFIP,10.20.129.27
F5VIP-10.20.129.20: 80,CMDBPORT,80
F5VIP-10.20.129.20: 80,ACTIVESELFIP,10.20.129.26
F5VIP-10.20.129.20: 80,STANDBYSELFIP,10.20.129.25
F5VIP-10.20.129.60: 17800,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17800,CMDBPORT,17800
F5VIP-10.20.129.60: 17800,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17800,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17801,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17801,CMDBPORT,17801
F5VIP-10.20.129.60: 17801,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17801,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17802,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17802,CMDBPORT,17802
F5VIP-10.20.129.60: 17802,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17802,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17803,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17803,CMDBPORT,17803
F5VIP-10.20.129.60: 17803,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17803,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17804,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17804,CMDBPORT,17804
F5VIP-10.20.129.60: 17804,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17804,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17805,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17805,CMDBPORT,17805
F5VIP-10.20.129.60: 17805,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17805,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17806,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17806,CMDBPORT,17806
F5VIP-10.20.129.60: 17806,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17806,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17807,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17807,CMDBPORT,17807
F5VIP-10.20.129.60: 17807,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17807,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17808,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17808,CMDBPORT,17808
F5VIP-10.20.129.60: 17808,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17808,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17809,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17809,CMDBPORT,17809
F5VIP-10.20.129.60: 17809,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17809,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17810,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17810,CMDBPORT,17810
F5VIP-10.20.129.60: 17810,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17810,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17811,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17811,CMDBPORT,17811
F5VIP-10.20.129.60: 17811,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17811,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17812,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17812,CMDBPORT,17812
F5VIP-10.20.129.60: 17812,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17812,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17814,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17814,CMDBPORT,17814
F5VIP-10.20.129.60: 17814,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17814,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17815,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17815,CMDBPORT,17815
F5VIP-10.20.129.60: 17815,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17815,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17816,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17816,CMDBPORT,17816
F5VIP-10.20.129.60: 17816,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17816,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17817,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17817,CMDBPORT,17817
F5VIP-10.20.129.60: 17817,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17817,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17818,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17818,CMDBPORT,17818
F5VIP-10.20.129.60: 17818,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17818,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17819,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17819,CMDBPORT,17819
F5VIP-10.20.129.60: 17819,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17819,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17820,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17820,CMDBPORT,17820
F5VIP-10.20.129.60: 17820,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17820,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17821,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17821,CMDBPORT,17821
F5VIP-10.20.129.60: 17821,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17821,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17822,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17822,CMDBPORT,17822
F5VIP-10.20.129.60: 17822,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17822,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17823,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17823,CMDBPORT,17823
F5VIP-10.20.129.60: 17823,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17823,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17824,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17824,CMDBPORT,17824
F5VIP-10.20.129.60: 17824,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17824,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17825,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17825,CMDBPORT,17825
F5VIP-10.20.129.60: 17825,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17825,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17826,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17826,CMDBPORT,17826
F5VIP-10.20.129.60: 17826,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17826,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17827,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17827,CMDBPORT,17827
F5VIP-10.20.129.60: 17827,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17827,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17828,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17828,CMDBPORT,17828
F5VIP-10.20.129.60: 17828,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17828,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17829,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17829,CMDBPORT,17829
F5VIP-10.20.129.60: 17829,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17829,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17830,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17830,CMDBPORT,17830
F5VIP-10.20.129.60: 17830,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17830,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17831,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17831,CMDBPORT,17831
F5VIP-10.20.129.60: 17831,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17831,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17832,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17832,CMDBPORT,17832
F5VIP-10.20.129.60: 17832,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17832,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17833,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17833,CMDBPORT,17833
F5VIP-10.20.129.60: 17833,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17833,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17834,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17834,CMDBPORT,17834
F5VIP-10.20.129.60: 17834,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17834,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17835,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17835,CMDBPORT,17835
F5VIP-10.20.129.60: 17835,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17835,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17836,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17836,CMDBPORT,17836
F5VIP-10.20.129.60: 17836,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17836,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17837,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17837,CMDBPORT,17837
F5VIP-10.20.129.60: 17837,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17837,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17838,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17838,CMDBPORT,17838
F5VIP-10.20.129.60: 17838,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17838,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17839,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17839,CMDBPORT,17839
F5VIP-10.20.129.60: 17839,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17839,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17840,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17840,CMDBPORT,17840
F5VIP-10.20.129.60: 17840,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17840,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17841,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17841,CMDBPORT,17841
F5VIP-10.20.129.60: 17841,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17841,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17842,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17842,CMDBPORT,17842
F5VIP-10.20.129.60: 17842,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17842,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17843,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17843,CMDBPORT,17843
F5VIP-10.20.129.60: 17843,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17843,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17844,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17844,CMDBPORT,17844
F5VIP-10.20.129.60: 17844,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17844,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17845,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17845,CMDBPORT,17845
F5VIP-10.20.129.60: 17845,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17845,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17846,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17846,CMDBPORT,17846
F5VIP-10.20.129.60: 17846,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17846,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17847,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17847,CMDBPORT,17847
F5VIP-10.20.129.60: 17847,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17847,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17848,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17848,CMDBPORT,17848
F5VIP-10.20.129.60: 17848,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17848,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17849,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17849,CMDBPORT,17849
F5VIP-10.20.129.60: 17849,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17849,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 17850,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 17850,CMDBPORT,17850
F5VIP-10.20.129.60: 17850,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 17850,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.129.60: 19826,FLOATINGSELFIP,10.20.129.39
F5VIP-10.20.129.60: 19826,CMDBPORT,19826
F5VIP-10.20.129.60: 19826,ACTIVESELFIP,10.20.129.61
F5VIP-10.20.129.60: 19826,STANDBYSELFIP,10.20.129.62
F5VIP-10.20.20.88: 443,FLOATINGSELFIP,10.20.20.85
F5VIP-10.20.20.88: 443,CMDBPORT,443
F5VIP-10.20.20.88: 443,ACTIVESELFIP,10.20.20.83
F5VIP-10.20.20.88: 443,STANDBYSELFIP,10.20.20.84
F5VIP-10.20.20.88: 80,FLOATINGSELFIP,10.20.20.85
F5VIP-10.20.20.88: 80,CMDBPORT,80
F5VIP-10.20.20.88: 80,ACTIVESELFIP,10.20.20.83
F5VIP-10.20.20.88: 80,STANDBYSELFIP,10.20.20.84
F5VIP-10.20.21.104: 443,FLOATINGSELFIP,10.20.21.103
F5VIP-10.20.21.104: 443,CMDBPORT,443
F5VIP-10.20.21.104: 443,ACTIVESELFIP,10.20.21.101
F5VIP-10.20.21.104: 443,STANDBYSELFIP,10.20.21.102
F5VIP-10.20.21.104: 8443,FLOATINGSELFIP,10.20.21.103
F5VIP-10.20.21.104: 8443,CMDBPORT,8443
F5VIP-10.20.21.104: 8443,ACTIVESELFIP,10.20.21.101
F5VIP-10.20.21.104: 8443,STANDBYSELFIP,10.20.21.102
F5VIP-10.20.21.70: 443,FLOATINGSELFIP,10.20.21.69
F5VIP-10.20.21.70: 443,CMDBPORT,443
F5VIP-10.20.21.70: 443,ACTIVESELFIP,10.20.21.71
F5VIP-10.20.21.70: 443,STANDBYSELFIP,10.20.21.72
F5VIP-10.20.21.70: 8443,FLOATINGSELFIP,10.20.21.69
F5VIP-10.20.21.70: 8443,CMDBPORT,8443
F5VIP-10.20.21.70: 8443,ACTIVESELFIP,10.20.21.71
F5VIP-10.20.21.70: 8443,STANDBYSELFIP,10.20.21.72
F5VIP-10.22.246.135: 443,FLOATINGSELFIP,10.22.246.133
F5VIP-10.22.246.135: 443,CMDBPORT,443
F5VIP-10.22.246.135: 443,ACTIVESELFIP,10.22.246.136
F5VIP-10.22.246.135: 443,STANDBYSELFIP,10.22.246.134
F5VIP-10.22.246.70: 443,FLOATINGSELFIP,10.22.246.72
F5VIP-10.22.246.70: 443,CMDBPORT,443
F5VIP-10.22.246.70: 443,ACTIVESELFIP,10.22.246.73
F5VIP-10.22.246.70: 443,STANDBYSELFIP,10.22.246.71
F5VIP-10.22.247.20: 443,FLOATINGSELFIP,10.22.247.21
F5VIP-10.22.247.20: 443,CMDBPORT,443
F5VIP-10.22.247.20: 443,ACTIVESELFIP,10.22.247.23
F5VIP-10.22.247.20: 443,STANDBYSELFIP,10.22.247.22
F5VIP-10.22.247.20: 8443,FLOATINGSELFIP,10.22.247.21
F5VIP-10.22.247.20: 8443,CMDBPORT,8443
F5VIP-10.22.247.20: 8443,ACTIVESELFIP,10.22.247.23
F5VIP-10.22.247.20: 8443,STANDBYSELFIP,10.22.247.22
F5VIP-10.22.75.165: 443,FLOATINGSELFIP,10.22.75.166
F5VIP-10.22.75.165: 443,CMDBPORT,443
F5VIP-10.22.75.165: 443,ACTIVESELFIP,10.22.75.168
F5VIP-10.22.75.165: 443,STANDBYSELFIP,10.22.75.167
F5VIP-10.22.75.6: 443,FLOATINGSELFIP,10.22.75.7
F5VIP-10.22.75.6: 443,CMDBPORT,443
F5VIP-10.22.75.6: 443,ACTIVESELFIP,10.22.75.9
F5VIP-10.22.75.6: 443,STANDBYSELFIP,10.22.75.8
F5VIP-10.22.75.6: 5672,FLOATINGSELFIP,10.22.75.7
F5VIP-10.22.75.6: 5672,CMDBPORT,5672
