CINUM,SOURCECI,RELATIONNUM,TARGETCI,
WAFVIP-10.31.39.19,WAFVIP-10.31.39.19,PROTECTS,SERVER-10.19.248.196,
WAFVIP-10.31.39.15,WAFVIP-10.31.39.15,PROTECTS,SERVER-10.22.247.20,
WAFVIP-10.31.39.41,WAFVIP-10.31.39.41,PROTECTS,SERVER-10.22.247.20,
WAFVIP-10.31.39.31,WAFVIP-10.31.39.31,PROTECTS,SERVER-10.19.246.132,
WAFVIP-10.31.39.27,WAFVIP-10.31.39.27,PROTECTS,SERVER-10.19.246.148,
WAFVIP-10.31.39.30,WAFVIP-10.31.39.30,PROTECTS,SERVER-10.19.255.166,
WAFVIP-10.31.39.6,WAFVIP-10.31.39.6,PROTECTS,SERVER-10.19.245.164,
WAFVIP-10.31.39.5,WAFVIP-10.31.39.5,PROTECTS,SERVER-10.19.249.243,
WAFVIP-10.31.39.52,WAFVIP-10.31.39.52,PROTECTS,SERVER-10.19.245.24,
WAFVIP-10.31.39.34,WAFVIP-10.31.39.34,PROTECTS,SERVER-10.19.255.25,
WAFVIP-10.31.39.17,WAFVIP-10.31.39.17,PROTECTS,SERVER-10.19.245.82,
WAFVIP-10.31.39.18,WAFVIP-10.31.39.18,PROTECTS,SERVER-10.19.246.180,
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.31,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.83,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.203,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.42,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.8,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.204,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.111,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.112,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.182,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.181,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.19,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.69,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.70,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.71,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.56,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.57,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.82,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.76,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.132,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.133,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.103,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.123,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.47,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.205,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.43,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.99,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.90,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.206,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.73,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.72,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.217,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.218,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.13,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.119,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.118,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.12,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.65,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.64,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.180,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.44,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.219,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.250,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.115,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.107,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.87,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.207,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.216,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.108,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.9,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.208,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.25,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.38,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.67,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.6,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.5,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.89,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.209,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.88,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.210,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.86,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.211,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.130,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.226,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.124,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.75,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.74,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.120,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.122,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.46,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.97,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.95,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.55,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.7,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.84,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.114,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.30,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.68,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.78,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.94,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.200,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.109,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.26,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.35,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.212,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.85,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.2,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.28,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.53,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.59,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.98,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.121,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.10,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.32,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.116,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.105,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.105,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.37,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.220,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.221,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.222,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.63,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.62,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.100,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.100,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.101,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.81,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.48,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.52,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.23,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.29,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.14,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.214,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.45,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.39,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.18,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.15,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.24,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.20,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.22,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.41,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.17,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.34,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.36,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.80,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.199,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.54,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.106,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.58,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.79,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.79,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.223,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.223,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.225,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.225,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.224,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.224,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.4,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.91,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.77,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.134,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.191,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.191,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.191,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.33,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.215,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.93,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.92,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.228,1
WAF-10.31.1.200,WAF-10.31.1.200,HOSTS,WAFVIP-10.190.250.27,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.57,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.65,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.1.65,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.86,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.88,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.1.23,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.104,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.103,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.82,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.36,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.30,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.123,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.58,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.1.58,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.99,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.99,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.98,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.206,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.185,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.49,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.120,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.115,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.41,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.77,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.76,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.69,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.34,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.32,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.205,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.204,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.60,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.1.60,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.26,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.1.26,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.25,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.71,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.68,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.20,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.20,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.113,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.202,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.87,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.75,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.93,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.74,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.97,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.97,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.79,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.73,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.72,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.96,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.95,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.9,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.1.9,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.5,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.45,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.28,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.114,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.39,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.200,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.201,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.201,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.201,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.23,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.91,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.1.80,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.37,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.33,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.59,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.81,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.108,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.1.43,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.8,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.40,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.64,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.64,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.3,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.17,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.31,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.43,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.42,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.1.42,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.54,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.35,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.52,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.83,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.24,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.109,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.2.7,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.7,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.56,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.92,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.47,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.2,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.2,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.1.2,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.116,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.122,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.128,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.91,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.112,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.111,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.72,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.106,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.105,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.6,1
WAF-10.31.1.158,WAF-10.31.1.158,HOSTS,WAFVIP-10.94.0.107,1
WAF-10.31.6.134,WAF-10.31.6.134,HOSTS,WAFVIP-10.31.39.35,1
WAF-10.31.6.134,WAF-10.31.6.134,HOSTS,WAFVIP-10.31.39.7,1
WAF-10.31.6.134,WAF-10.31.6.134,HOSTS,WAFVIP-10.31.39.21,1
WAF-10.31.6.134,WAF-10.31.6.134,HOSTS,WAFVIP-10.31.39.8,1
WAF-10.31.6.134,WAF-10.31.6.134,HOSTS,WAFVIP-10.31.39.36,1
WAF-10.31.6.134,WAF-10.31.6.134,HOSTS,WAFVIP-10.31.39.40,1
WAF-10.31.6.134,WAF-10.31.6.134,HOSTS,WAFVIP-10.31.39.28,1
WAF-10.31.6.134,WAF-10.31.6.134,HOSTS,WAFVIP-10.31.39.14,1
WAF-10.31.6.134,WAF-10.31.6.134,HOSTS,WAFVIP-10.31.39.12,1
WAF-10.31.6.134,WAF-10.31.6.134,HOSTS,WAFVIP-10.31.39.13,1
WAF-10.31.6.134,WAF-10.31.6.134,HOSTS,WAFVIP-10.31.39.68,1
WAF-10.31.6.134,WAF-10.31.6.134,HOSTS,WAFVIP-10.31.39.16,1
WAF-10.31.6.134,WAF-10.31.6.134,HOSTS,WAFVIP-10.31.39.42,1
WAF-10.31.6.134,WAF-10.31.6.134,HOSTS,WAFVIP-10.31.39.29,1
WAF-10.31.6.134,WAF-10.31.6.134,HOSTS,WAFVIP-10.31.39.23,1
WAF-10.31.6.134,WAF-10.31.6.134,HOSTS,WAFVIP-10.31.39.19,1
WAF-10.31.6.134,WAF-10.31.6.134,HOSTS,WAFVIP-10.31.39.15,1
WAF-10.31.6.134,WAF-10.31.6.134,HOSTS,WAFVIP-10.31.39.41,1
WAF-10.31.6.134,WAF-10.31.6.134,HOSTS,WAFVIP-10.31.39.31,1
WAF-10.31.6.134,WAF-10.31.6.134,HOSTS,WAFVIP-10.31.39.27,1
WAF-10.31.6.134,WAF-10.31.6.134,HOSTS,WAFVIP-10.31.39.30,1
WAF-10.31.6.134,WAF-10.31.6.134,HOSTS,WAFVIP-10.31.39.6,1
WAF-10.31.6.134,WAF-10.31.6.134,HOSTS,WAFVIP-10.31.39.5,1
WAF-10.31.6.134,WAF-10.31.6.134,HOSTS,WAFVIP-10.31.39.52,1
WAF-10.31.6.134,WAF-10.31.6.134,HOSTS,WAFVIP-10.31.39.34,1
WAF-10.31.6.134,WAF-10.31.6.134,HOSTS,WAFVIP-10.31.39.17,1
WAF-10.31.6.134,WAF-10.31.6.134,HOSTS,WAFVIP-10.31.39.18,1
WAF-10.31.1.201,WAF-10.31.1.201,HOSTS,WAFVIP-10.190.250.31,0
